name,chr,start,end,direction
equCab,14,1988733,15513644,+
BOR,4,14995050,22239358,+
equCab,14,15847702,22075097,+
BOR,4,22239358,26804730,+
equCab,14,25440236,29340893,+
BOR,4,26804730,36832853,+
equCab,14,29883757,38373008,+
BOR,4,36832853,43199245,+
equCab,14,38729456,44266703,+
BOR,4,43199245,59533724,+
equCab,14,44806748,58638946,+
BOR,4,59533724,60573255,+
equCab,14,59134317,60183311,+
BOR,4,60573255,66498876,+
equCab,14,60825168,65670178,+
BOR,4,66498876,70402856,+
equCab,14,66030106,69288779,+
BOR,4,70402856,95518487,+
equCab,14,69816027,91117803,+
BOR,4,95518487,96779365,+
equCab,14,91465730,92452578,+
BOR,4,96779365,101209879,+
equCab,21,4880732,8709730,+
BOR,4,101209879,104628885,+
equCab,21,9074101,12105543,+
BOR,4,104628885,120384222,+
equCab,21,12824731,22975684,+
BOR,4,120384222,125608257,+
equCab,21,23571669,27762542,+
BOR,4,125608257,134565900,+
equCab,21,28248788,35207664,+
BOR,4,134565900,153471726,+
equCab,21,35510085,50855373,+
BOR,4,153471726,157778808,+
equCab,21,51231952,54780064,+
BOR,4,157778808,158220777,+
equCab,21,56573219,56864400,+
BOR,5,0,2397118,+
equCab,1,110496517,112904520,-
BOR,5,2397118,4651968,+
equCab,1,104482874,106406944,-
BOR,5,4651968,17625074,+
equCab,1,92633946,103966457,-
BOR,5,17625074,18670628,+
equCab,1,90842518,91688255,-
BOR,5,18670628,19222695,+
equCab,1,89168930,89645251,+
BOR,5,19222695,20110408,+
equCab,1,90012479,90703920,+
BOR,5,20110408,20447542,+
equCab,1,115608953,115928220,+
BOR,5,20447542,21872287,+
equCab,1,118284038,119354538,+
BOR,5,21872287,37013863,+
equCab,1,119684117,134173714,+
BOR,5,37013863,49868554,+
equCab,1,134958581,146239714,+
BOR,5,49868554,59296585,+
equCab,1,146878443,154692481,+
BOR,5,59296585,60898387,+
equCab,1,156896933,158557535,+
BOR,5,60898387,63263978,+
equCab,1,160227966,162354025,+
BOR,5,63263978,66365125,+
equCab,1,163431006,166011121,+
BOR,5,66365125,67998708,+
equCab,1,166381966,167714898,+
BOR,5,67998708,78269535,+
equCab,1,168330469,176639634,+
BOR,5,78269535,88889666,+
equCab,1,177010821,185646169,+
BOR,5,88889666,107870147,+
equCab,24,1421251,17945861,+
BOR,5,107870147,123854849,+
equCab,24,18572186,32439225,+
BOR,5,123854849,139695967,+
equCab,24,32932409,46737662,+
BOR,6,0,802787,+
equCab,20,29560910,30118222,+
BOR,6,802787,1241613,+
equCab,20,31560195,31906634,+
BOR,6,1241613,5003083,+
equCab,20,32550360,36371445,+
BOR,6,5003083,20903817,+
equCab,20,36934450,50800585,+
BOR,6,20903817,22541882,+
equCab,20,51647244,52960283,+
BOR,6,22541882,23776713,+
equCab,20,53439759,54512068,+
BOR,6,23776713,25739985,+
equCab,20,56853386,58454023,+
BOR,6,25739985,32083066,+
equCab,20,59290021,64164826,+
BOR,6,32083066,73278828,+
equCab,10,28320305,64827941,+
BOR,6,73278828,83600273,+
equCab,10,65294649,74019869,+
BOR,6,83600273,94417382,+
equCab,10,74451328,83970025,+
BOR,6,94417382,111268718,+
equCab,31,10660229,24978128,-
BOR,6,111268718,112423164,+
equCab,31,50801,1035012,+
BOR,6,112423164,119367183,+
equCab,31,1489127,7087346,+
BOR,6,119367183,120619556,+
equCab,31,9278771,10300568,+
BOR,7,0,1436475,+
equCab,18,2224241,3782577,+
BOR,7,1436475,5469975,+
equCab,18,5684838,9512342,+
BOR,7,5469975,12493049,+
equCab,18,10598023,16935589,+
BOR,7,12493049,16182589,+
equCab,18,18116346,21335704,+
BOR,7,16182589,28318931,+
equCab,18,23006912,33882331,+
BOR,7,28318931,31082823,+
equCab,18,34220720,36353568,+
BOR,7,31082823,68170330,+
equCab,18,36675070,68970915,+
BOR,7,68170330,83286897,+
equCab,18,69282826,82367805,+
BOR,7,83286897,116255891,+
equCab,6,91529,27061371,+
BOR,8,0,3333658,+
equCab,4,19231716,22213917,-
BOR,8,3333658,4457772,+
equCab,4,15687704,16552967,-
BOR,8,4457772,8758881,+
equCab,4,9844660,13876757,-
BOR,8,8758881,9128345,+
equCab,4,8430139,8831674,-
BOR,8,9128345,13800506,+
equCab,4,63066551,67021608,-
BOR,8,13800506,47890256,+
equCab,4,32346301,62756723,-
BOR,8,47890256,48856647,+
equCab,4,30865446,31777093,-
BOR,8,48856647,53030062,+
equCab,4,26093256,30058719,-
BOR,8,53030062,59918393,+
equCab,4,12247,5737278,+
BOR,8,59918393,62284025,+
equCab,4,6341872,8397690,+
BOR,8,62284025,63108352,+
equCab,4,67098946,67715904,+
BOR,8,63108352,75339075,+
equCab,4,68904767,79359208,+
BOR,8,75339075,86099598,+
equCab,4,79912968,88937379,+
BOR,8,86099598,94850820,+
equCab,4,89508076,97061566,+
BOR,8,94850820,100427377,+
equCab,4,97371544,101857602,+
BOR,8,100427377,106968929,+
equCab,4,102505378,107601570,+
BOR,9,0,7606520,+
equCab,12,23843488,30090113,-
BOR,9,7606520,8477794,+
equCab,12,22574083,23310609,-
BOR,9,8477794,9497035,+
equCab,12,21183853,22143863,-
BOR,9,9497035,10009742,+
equCab,12,20491172,20881474,-
BOR,9,10009742,10490077,+
equCab,12,17516550,17858378,-
BOR,9,10490077,24841271,+
equCab,12,760179,12395577,-
BOR,9,24841271,25480355,+
equCab,12,153118,732158,+
BOR,9,25480355,32321165,+
equCab,7,92598444,98376855,-
BOR,9,32321165,49070478,+
equCab,7,77479161,92125222,-
BOR,9,49070478,50039775,+
equCab,7,76150812,77070891,-
BOR,9,50039775,50707798,+
equCab,7,75046300,75680169,-
BOR,9,50707798,51079403,+
equCab,7,73894224,74337506,-
BOR,9,51079403,57507020,+
equCab,7,67205655,73086807,-
BOR,9,57507020,69777143,+
equCab,7,56670889,66815371,-
BOR,9,69777143,72351492,+
equCab,7,53066556,55209138,-
BOR,9,72351492,80318343,+
equCab,7,5735579,12303750,+
BOR,9,80318343,83927374,+
equCab,7,12704684,15872707,+
BOR,9,83927374,99496261,+
equCab,7,17130203,30888382,+
BOR,9,99496261,100777360,+
equCab,7,32696451,34111047,+
BOR,9,100777360,106036964,+
equCab,7,34426367,39351970,+
BOR,10,0,1531648,+
equCab,28,41814285,43089827,-
BOR,10,1531648,2334206,+
equCab,28,40552696,41170608,-
BOR,10,2334206,48671031,+
equCab,28,370259,39826646,-
BOR,10,48671031,61487731,+
equCab,6,74628489,84718917,-
BOR,10,61487731,62591525,+
equCab,6,73458159,74314776,-
BOR,10,62591525,78161767,+
equCab,6,57833623,71430547,-
BOR,10,78161767,87619100,+
equCab,6,39444902,47437425,-
BOR,10,87619100,94336596,+
equCab,6,27097164,33860616,-
BOR,11,0,5566615,+
equCab,23,794601,5665934,+
BOR,11,5566615,6081882,+
equCab,23,6443473,6937340,-
BOR,11,6081882,11052442,+
equCab,23,9708492,14028338,+
BOR,11,11052442,13117417,+
equCab,23,14552488,16260552,+
BOR,11,13117417,14625228,+
equCab,23,16723477,17993128,-
BOR,11,14625228,53735536,+
equCab,23,18067624,50590297,+
BOR,11,53735536,57314075,+
equCab,25,224253,3411740,+
BOR,11,57314075,59673987,+
equCab,25,4873411,6765235,+
BOR,11,59673987,80701512,+
equCab,25,7076894,25813703,+
BOR,11,80701512,90886277,+
equCab,25,27020664,35991583,+
BOR,11,90886277,91328113,+
equCab,25,36916056,37225242,+
BOR,11,91328113,91900113,+
equCab,25,37767804,38241907,+
BOR,12,0,898184,+
equCab,15,474912,1276858,+
BOR,12,898184,8470364,+
equCab,15,4435888,11630989,+
BOR,12,8470364,8800967,+
equCab,15,12433832,12874787,+
BOR,12,8800967,11095676,+
equCab,15,13801330,15871471,+
BOR,12,11095676,37728180,+
equCab,15,17125046,39818491,+
BOR,12,37728180,44874843,+
equCab,15,40236616,46441085,+
BOR,12,44874843,64403586,+
equCab,15,48267418,64833160,+
BOR,12,64403586,84610670,+
equCab,15,65490784,83098425,+
BOR,12,84610670,89035316,+
equCab,15,83614944,87291196,+
BOR,12,89035316,89631212,+
equCab,15,89613645,90091487,+
BOR,13,0,2173453,+
equCab,9,81782733,83486907,-
BOR,13,2173453,52522651,+
equCab,9,36552853,80105331,-
BOR,13,52522651,66679675,+
equCab,9,177456,11508152,+
BOR,13,66679675,84768863,+
equCab,9,14664631,30501681,+
BOR,13,84768863,85884496,+
equCab,9,30936717,31950300,+
BOR,13,85884496,87127513,+
equCab,9,34352144,35572385,+
BOR,14,0,8116111,+
equCab,1,2903239,10126181,+
BOR,14,8116111,35262065,+
equCab,1,10618542,33787967,+
BOR,14,35262065,40074135,+
equCab,1,34663926,38531089,+
BOR,14,40074135,49124434,+
equCab,1,39016839,47650216,+
BOR,14,49124434,55354467,+
equCab,1,48144129,53600890,+
BOR,14,55354467,69643339,+
equCab,1,54077483,66571206,+
BOR,14,69643339,70501080,+
equCab,1,88258452,88906727,-
BOR,14,70501080,75919119,+
equCab,1,83355417,87770567,-
BOR,14,75919119,76366817,+
equCab,1,80377727,80739548,-
BOR,14,76366817,78739346,+
equCab,1,69243823,71362050,+
BOR,15,0,622498,+
equCab,17,79625084,80100772,-
BOR,15,622498,9437037,+
equCab,17,71439325,78779096,-
BOR,15,9437037,23239457,+
equCab,17,59550758,71109302,-
BOR,15,23239457,46596660,+
equCab,17,38918373,58740976,-
BOR,15,46596660,51480567,+
equCab,17,31763821,35763863,-
BOR,15,51480567,54204294,+
equCab,17,29093204,31434644,-
BOR,15,54204294,59263012,+
equCab,17,19749194,24280224,-
BOR,15,59263012,60611399,+
equCab,17,16243799,17405425,-
BOR,15,60611399,78264505,+
equCab,17,419545,15578125,-
BOR,16,0,837498,+
equCab,8,36600129,37471421,+
BOR,16,837498,1673679,+
equCab,8,35302138,36016884,-
BOR,16,1673679,2481562,+
equCab,8,33945815,34678310,-
BOR,16,2481562,2918822,+
equCab,8,33527434,33877069,+
BOR,16,2918822,6040652,+
equCab,8,30505306,33400495,-
BOR,16,6040652,13682265,+
equCab,8,38364162,45290733,-
BOR,16,13682265,36786579,+
equCab,8,45368328,65828853,+
BOR,16,36786579,54012169,+
equCab,8,66765341,81433579,+
BOR,16,54012169,65232203,+
equCab,8,83791100,93382049,+
BOR,17,0,1752473,+
equCab,3,35075599,36394136,-
BOR,17,1752473,11987104,+
equCab,3,25351304,34122932,-
BOR,17,11987104,13562421,+
equCab,3,23798963,24984027,-
BOR,17,13562421,15778858,+
equCab,3,21034807,22916102,-
BOR,17,15778858,30430975,+
equCab,3,8400684,20635083,-
BOR,17,30430975,39245987,+
equCab,3,427756,7846860,-
BOR,17,39245987,45559814,+
equCab,10,1402637,7359061,+
BOR,17,45559814,46515511,+
equCab,10,8916116,9647421,+
BOR,17,46515511,48387178,+
equCab,10,10391919,11992530,+
BOR,17,48387178,48747554,+
equCab,10,13584631,13857091,-
BOR,17,48747554,53040226,+
equCab,10,14108623,17860156,+
BOR,17,53040226,56105084,+
equCab,10,18305622,20792217,+
BOR,17,56105084,56695955,+
equCab,10,24108917,24610719,+
BOR,17,56695955,57447895,+
equCab,10,25604552,26371081,+
BOR,18,0,13960955,+
equCab,11,1261552,12801518,+
BOR,18,13960955,14957740,+
equCab,11,13343803,14157858,+
BOR,18,14957740,17373307,+
equCab,11,14706801,16807397,+
BOR,18,17373307,24333990,+
equCab,11,17410473,23264188,+
BOR,18,24333990,26283057,+
equCab,11,23805717,25390704,+
BOR,18,26283057,33767353,+
equCab,11,25861843,32400380,+
BOR,18,33767353,34106667,+
equCab,11,33221352,33476914,+
BOR,18,34106667,35590727,+
equCab,11,35142192,36703523,+
BOR,18,35590727,39347971,+
equCab,11,37319728,40312841,+
BOR,18,39347971,40113395,+
equCab,11,40637155,41236283,+
BOR,18,40113395,41219982,+
equCab,11,41904984,42757525,+
BOR,18,41219982,42442500,+
equCab,11,43147718,44145803,+
BOR,18,42442500,46465043,+
equCab,11,45077749,48980711,+
BOR,18,46465043,55700958,+
equCab,11,49286923,57571465,+
BOR,18,55700958,56050312,+
equCab,11,58047045,58361559,+
BOR,19,0,24757599,+
equCab,22,27944272,48561218,-
BOR,19,24757599,31851081,+
equCab,22,21143157,27561159,-
BOR,19,31851081,45331841,+
equCab,22,8749014,20763419,-
BOR,19,45331841,51968758,+
equCab,22,1965069,7804088,-
BOR,20,0,13766160,+
equCab,13,31061742,42558346,-
BOR,20,13766160,18239494,+
equCab,13,25510556,29331393,-
BOR,20,18239494,25667014,+
equCab,13,18485750,24860442,-
BOR,20,25667014,30085975,+
equCab,13,12839715,16270605,-
BOR,20,30085975,34527553,+
equCab,13,8393749,12264270,-
BOR,20,34527553,35951033,+
equCab,13,131916,1350782,+
BOR,20,35951033,39155379,+
equCab,13,2230698,4558766,+
BOR,20,39155379,40365709,+
equCab,13,4867260,5900736,+
BOR,21,0,2173007,+
equCab,29,30756049,32661204,-
BOR,21,2173007,8816680,+
equCab,29,22651531,28695745,-
BOR,21,8816680,22388520,+
equCab,29,10419234,22249490,-
BOR,21,22388520,24458458,+
equCab,29,7864140,9820474,-
BOR,21,24458458,26253278,+
equCab,29,5606673,7136003,-
BOR,21,26253278,30823072,+
equCab,29,1479778,5113020,-
BOR,22,0,1834432,+
equCab,8,28368357,29789624,-
BOR,22,1834432,20651976,+
equCab,8,13280017,27333950,-
BOR,22,20651976,22726034,+
equCab,8,11270569,12862523,-
BOR,22,22726034,23181957,+
equCab,8,10640994,10940421,-
BOR,22,23181957,29564801,+
equCab,8,5043135,10324599,-
BOR,22,29564801,30005179,+
equCab,8,942849,1275282,+
BOR,22,30005179,30410896,+
equCab,8,3283323,3580996,-
BOR,23,0,883926,+
equCab,20,26509442,27386572,-
BOR,23,883926,3106193,+
equCab,20,22674355,25203946,-
BOR,23,3106193,15836729,+
equCab,20,11191896,22315970,-
BOR,23,15836729,26320538,+
equCab,20,612462,10761727,-
BOR,24,0,4423887,+
equCab,2,48984584,53054089,+
BOR,24,4423887,8222420,+
equCab,2,54016642,57874280,+
BOR,24,8222420,13303631,+
equCab,27,33635102,38633615,+
BOR,25,0,3916889,+
equCab,21,475053,3704270,-
BOR,25,3916889,6232010,+
equCab,7,44164507,47152757,+
BOR,25,6232010,7872807,+
equCab,7,48476290,50034050,+
BOR,26,0,1125752,+
equCab,7,337496,1382804,+
BOR,26,1125752,3873607,+
equCab,7,2561158,4488501,+
BOR,26,3873607,4239525,+
equCab,7,52746971,52969926,+
BOR,26,4239525,4830028,+
equCab,7,4591656,4960983,+
BOR,27,0,3633447,+
equCab,23,50871379,53550793,-
BOR,28,0,1871186,+
equCab,23,54092615,55507167,-
BOR,29,0,961284,+
equCab,14,93291554,93897965,+
BOR,30,0,919387,+
equCab,11,59824115,60627044,+
BOR,X,0,3717251,+
equCab,X,119707061,122900888,-
BOR,X,3717251,5960150,+
equCab,X,116817978,118275385,-
BOR,X,5960150,10029292,+
equCab,X,112655729,115732877,-
BOR,X,10029292,15607484,+
equCab,X,107932649,112250237,-
BOR,X,15607484,15936338,+
equCab,X,107040496,107313063,-
BOR,X,15936338,18139210,+
equCab,X,104783249,106515392,-
BOR,X,18139210,27693530,+
equCab,X,95779522,103787621,-
BOR,X,27693530,28061089,+
equCab,X,91395653,91979095,-
BOR,X,28061089,34075559,+
equCab,X,85145647,90646781,-
BOR,X,34075559,36554656,+
equCab,X,81994614,84116320,-
BOR,X,36554656,42983744,+
equCab,X,74967878,80578277,-
BOR,X,42983744,45090589,+
equCab,X,61849921,63655806,-
BOR,X,45090589,46026587,+
equCab,X,60460610,61203787,-
BOR,X,46026587,47138427,+
equCab,X,56993739,57663131,-
BOR,X,47138427,49304399,+
equCab,X,54989225,56409556,-
BOR,X,49304399,56503718,+
equCab,X,47874826,54388840,-
BOR,X,56503718,57207206,+
equCab,X,46283252,47075604,-
BOR,X,57207206,60361876,+
equCab,X,38270905,40846094,-
BOR,X,60361876,68935470,+
equCab,X,30444810,37634326,-
BOR,X,68935470,69645430,+
equCab,X,29278656,29864104,-
BOR,X,69645430,72580169,+
equCab,X,25471380,28064211,-
BOR,X,72580169,72967559,+
equCab,X,22533484,22888049,-
BOR,X,72967559,73331299,+
equCab,X,21385264,21773820,-
BOR,X,73331299,76152256,+
equCab,X,18199486,20495151,-
BOR,X,76152256,81915498,+
equCab,X,12444125,17347834,-
BOR,X,81915498,83432965,+
equCab,X,10443519,11761468,-
