name,chr,start,end,direction
bosTau,10,59174474,59954834,-
BOR,5,41845705,43804398,+
bosTau,10,60327594,62058553,+
BOR,5,43804398,47884163,+
bosTau,10,62646831,66729713,+
BOR,5,47884163,48268108,+
bosTau,10,105436017,105783895,-
BOR,5,48268108,49277271,+
bosTau,21,55488925,56357088,-
BOR,5,49277271,49868554,+
bosTau,10,37731065,38212481,-
BOR,5,49868554,59296585,+
bosTau,10,27669105,37020052,-
BOR,5,59296585,60898387,+
bosTau,10,23754785,26283322,-
BOR,5,60898387,63263978,+
bosTau,10,20887896,23297637,-
BOR,5,63263978,66365125,+
bosTau,21,35317761,38930765,+
BOR,5,66365125,67998708,+
bosTau,21,39706623,41447145,+
BOR,5,67998708,78269535,+
bosTau,21,42413028,51613078,+
BOR,5,78269535,81997339,+
bosTau,21,51961986,55429386,+
BOR,5,81997339,88889666,+
bosTau,10,38215397,45121541,+
BOR,5,88889666,98337825,+
bosTau,10,66858062,76230855,+
BOR,5,98337825,107870147,+
bosTau,10,76532078,85682595,+
BOR,5,107870147,123854849,+
bosTau,10,86416392,103121265,+
BOR,5,123854849,125660962,+
bosTau,10,103681100,105362984,+
BOR,5,125660962,126059391,+
bosTau,21,56403215,56720736,+
BOR,5,126059391,139695967,+
bosTau,21,57028680,69078401,+
BOR,6,0,802787,+
bosTau,23,26870198,27353586,-
BOR,6,802787,1654087,+
bosTau,23,26012298,26305199,-
BOR,6,1654087,5003083,+
bosTau,23,7362260,10652853,+
BOR,6,5003083,20903817,+
bosTau,23,11376549,25736239,+
BOR,6,20903817,22541882,+
bosTau,23,259134,1997123,+
BOR,6,22541882,23776713,+
bosTau,23,2645111,4168800,+
BOR,6,23776713,24673573,+
bosTau,9,111615,1484041,+
BOR,6,24673573,25739985,+
bosTau,9,2069742,3464640,+
BOR,6,25739985,42390713,+
bosTau,9,5065061,24902245,+
BOR,6,42390713,44747620,+
bosTau,9,65595713,67726133,-
BOR,6,44747620,73278828,+
bosTau,9,36601351,65282626,-
BOR,6,73278828,78840999,+
bosTau,9,30737391,36082767,-
BOR,6,78840999,83600273,+
bosTau,9,25385561,30334009,-
BOR,6,83600273,88332135,+
bosTau,9,68068343,72949880,+
BOR,6,88332135,89030282,+
bosTau,9,73277707,73988478,+
BOR,6,89030282,94417382,+
bosTau,9,74374913,79472623,+
BOR,6,94417382,104073078,+
bosTau,9,80618187,90510948,+
BOR,6,104073078,112423164,+
bosTau,9,90814367,99080896,+
BOR,6,112423164,119367183,+
bosTau,9,99570369,105569583,+
BOR,6,119367183,120619556,+
bosTau,9,107523496,108503696,+
BOR,7,0,1436475,+
bosTau,2,3768092,5578115,+
BOR,7,1436475,5469975,+
bosTau,2,75649892,80165177,-
BOR,7,5469975,6377467,+
bosTau,2,74203657,75075451,-
BOR,7,6377467,12493049,+
bosTau,2,67315735,73881158,-
BOR,7,12493049,16182589,+
bosTau,2,61506233,65485701,-
BOR,7,16182589,28318931,+
bosTau,2,45828555,59391206,-
BOR,7,28318931,31082823,+
bosTau,2,42366711,45415678,-
BOR,7,31082823,65007626,+
bosTau,2,7365990,41942857,-
BOR,7,65007626,66169795,+
bosTau,2,5733828,7006926,-
BOR,7,66169795,68170330,+
bosTau,2,82447541,84714009,+
BOR,7,68170330,70436943,+
bosTau,2,85059237,87195484,+
BOR,7,70436943,83286897,+
bosTau,2,87523039,101096963,+
BOR,7,83286897,88914363,+
bosTau,2,101447488,107476025,+
BOR,7,88914363,102879046,+
bosTau,2,108521279,122807051,+
BOR,7,102879046,103396315,+
bosTau,3,76903590,77403529,-
BOR,7,103396315,106809609,+
bosTau,2,122956170,125778532,+
BOR,7,106809609,116255891,+
bosTau,3,118850917,125823664,+
BOR,8,0,1834590,+
bosTau,4,3112042,5117710,+
BOR,8,1834590,2143963,+
bosTau,4,5140531,5438457,-
BOR,8,2143963,3333658,+
bosTau,4,5448384,6597112,+
BOR,8,3333658,4457772,+
bosTau,4,78098374,78806253,+
BOR,8,4457772,8758881,+
bosTau,4,80455019,85165991,+
BOR,8,8758881,9128345,+
bosTau,4,51372888,51728926,-
BOR,8,9128345,13800506,+
bosTau,4,61446866,65756099,+
BOR,8,13800506,21166573,+
bosTau,4,66064892,73152381,+
BOR,8,21166573,21582271,+
bosTau,10,62066196,62629068,+
BOR,8,21582271,22198631,+
bosTau,4,73537600,73959401,+
BOR,8,22198631,44550565,+
bosTau,4,9352312,33227115,-
BOR,8,44550565,45866864,+
bosTau,4,7107811,8465734,+
BOR,8,45866864,47890256,+
bosTau,4,74093656,76214344,-
BOR,8,47890256,48856647,+
bosTau,4,33673977,34735826,+
BOR,8,48856647,59918393,+
bosTau,4,35679122,48126447,+
BOR,8,59918393,62284025,+
bosTau,4,48809306,51341127,+
BOR,8,62284025,63108352,+
bosTau,4,60724903,61354934,-
BOR,8,63108352,70154501,+
bosTau,4,52037787,59246530,-
BOR,8,70154501,75339075,+
bosTau,4,85552624,90381609,+
BOR,8,75339075,94850820,+
bosTau,4,90897030,110781510,+
BOR,8,94850820,100427377,+
bosTau,4,111120457,116397675,+
BOR,8,100427377,106968929,+
bosTau,4,117117044,122223458,+
BOR,9,0,7606520,+
bosTau,29,43427803,50017361,-
BOR,9,7606520,9497035,+
bosTau,29,41237596,42922551,-
BOR,9,9497035,10009742,+
bosTau,29,38583802,39035996,-
BOR,9,10009742,10490077,+
bosTau,15,81193881,81676847,-
BOR,9,10490077,32321165,+
bosTau,15,56383259,78306031,-
BOR,9,32321165,38322832,+
bosTau,29,20829681,26680811,+
BOR,9,38322832,38935551,+
bosTau,29,27040378,27592855,+
BOR,9,38935551,49070478,+
bosTau,15,32952834,43573185,+
BOR,9,49070478,50707798,+
bosTau,15,44018822,45906322,+
BOR,9,50707798,51079403,+
bosTau,15,47455439,47901257,+
BOR,9,51079403,56083772,+
bosTau,15,49064205,54114763,+
BOR,9,56083772,57507020,+
bosTau,15,54582898,56060144,+
BOR,9,57507020,69777143,+
bosTau,29,5898507,19314971,-
BOR,9,69777143,72351492,+
bosTau,29,189829,3502234,-
BOR,9,72351492,80318343,+
bosTau,15,5416093,14285462,-
BOR,9,80318343,83927374,+
bosTau,15,576753,4733387,-
BOR,9,83927374,86397093,+
bosTau,15,16007828,18466636,+
BOR,9,86397093,99496261,+
bosTau,15,18969985,32942562,+
BOR,9,99496261,106036964,+
bosTau,29,29059801,38519923,+
BOR,10,0,1531648,+
bosTau,5,122419931,123749658,-
BOR,10,1531648,2334206,+
bosTau,5,121162582,121799029,-
BOR,10,2334206,8062289,+
bosTau,5,115999910,120858248,-
BOR,10,8062289,24992646,+
bosTau,5,64236899,81177478,-
BOR,10,24992646,48671031,+
bosTau,5,1341627,27932864,-
BOR,10,48671031,62591525,+
bosTau,5,46966361,61877675,+
BOR,10,62591525,78161767,+
bosTau,5,28139481,45847378,+
BOR,10,78161767,87619100,+
bosTau,5,94905258,105149206,+
BOR,10,87619100,94336596,+
bosTau,5,110359254,115827289,+
BOR,11,0,6081882,+
bosTau,8,81129644,87702818,-
BOR,11,6081882,11052442,+
bosTau,8,55861318,61067439,-
BOR,11,11052442,51987123,+
bosTau,8,11292445,55200854,-
BOR,11,51987123,53735536,+
bosTau,8,78922248,80323513,+
BOR,11,53735536,57314075,+
bosTau,8,61633747,65073041,+
BOR,11,57314075,59673987,+
bosTau,8,65657368,67807112,+
BOR,11,59673987,80087429,+
bosTau,8,95190011,116069495,+
BOR,11,80087429,80701512,+
bosTau,11,95415341,96006658,+
BOR,11,80701512,85841468,+
bosTau,11,96996449,101945747,+
BOR,11,85841468,90365469,+
bosTau,11,102275100,106742606,+
BOR,11,90365469,90886277,+
bosTau,11,107984872,108408756,+
BOR,11,90886277,91328113,+
bosTau,11,109325482,109596250,-
BOR,11,91328113,91900113,+
bosTau,11,106990449,107395037,-
BOR,12,0,898184,+
bosTau,11,46014788,46415920,+
BOR,12,898184,8470364,+
bosTau,11,3289089,9705851,-
BOR,12,8470364,8800967,+
bosTau,11,2017532,2461318,-
BOR,12,8800967,10556583,+
bosTau,11,117088,1704645,-
BOR,12,10556583,11095676,+
bosTau,11,47897476,48347555,+
BOR,12,11095676,16323344,+
bosTau,11,49086881,53177160,+
BOR,12,16323344,23789400,+
bosTau,11,53505222,61677916,+
BOR,12,23789400,29044623,+
bosTau,11,9746020,14889671,+
BOR,12,29044623,37728180,+
bosTau,11,61998437,70511372,-
BOR,12,37728180,41546971,+
bosTau,11,41339549,45336712,-
BOR,12,41546971,42252861,+
bosTau,11,40637724,41339543,+
BOR,12,42252861,44874843,+
bosTau,11,37700953,40637717,-
BOR,12,44874843,58210256,+
bosTau,11,21696398,35354155,-
BOR,12,58210256,59265282,+
bosTau,11,20201935,21194465,-
BOR,12,59265282,59640918,+
bosTau,11,21241095,21597293,-
BOR,12,59640918,64403586,+
bosTau,11,15245324,20201110,-
BOR,12,64403586,79474171,+
bosTau,11,70522855,84585210,+
BOR,12,79474171,84610670,+
bosTau,11,85303202,89814659,+
BOR,12,84610670,89035316,+
bosTau,11,90388630,94139589,+
BOR,12,89035316,89631212,+
bosTau,9,1637278,2052383,+
BOR,13,0,1781979,+
bosTau,14,129297,1035444,+
BOR,13,1781979,2173453,+
bosTau,14,1424275,1603993,-
BOR,13,2173453,21990993,+
bosTau,14,2117120,18413515,+
BOR,13,21990993,23150498,+
bosTau,14,80121396,81198075,-
BOR,13,23150498,60357169,+
bosTau,14,42027927,79789951,+
BOR,13,60357169,68594112,+
bosTau,14,33465797,42020801,-
BOR,13,68594112,70446740,+
bosTau,14,31785247,33462182,+
BOR,13,70446740,85884496,+
bosTau,14,20581882,31776994,-
BOR,13,85884496,87127513,+
bosTau,14,19088413,19641684,-
BOR,14,0,8116111,+
bosTau,26,43226950,50694230,-
BOR,14,8116111,30756133,+
bosTau,26,21146333,42849514,-
BOR,14,30756133,33451448,+
bosTau,26,18797752,21146274,+
BOR,14,33451448,35262065,+
bosTau,26,17240477,18789469,-
BOR,14,35262065,40074135,+
bosTau,26,11989689,16565920,-
BOR,14,40074135,49124434,+
bosTau,26,1305064,11502572,-
BOR,14,49124434,54996336,+
bosTau,28,12513926,19278771,+
BOR,14,54996336,55354467,+
bosTau,28,19464718,19840862,-
BOR,14,55354467,69643339,+
bosTau,28,20321239,34546874,+
BOR,14,69643339,70501080,+
bosTau,28,35027154,35801111,+
BOR,14,70501080,75919119,+
bosTau,28,36288905,41602650,+
BOR,14,75919119,77963329,+
bosTau,28,44142431,45750153,+
BOR,14,77963329,78739346,+
bosTau,28,11845464,12483276,-
BOR,15,0,622498,+
bosTau,12,84251173,84540543,-
BOR,15,622498,9437037,+
bosTau,12,76648639,83694311,-
BOR,15,9437037,16522986,+
bosTau,12,70270722,76333834,-
BOR,15,16522986,23239457,+
bosTau,12,61994817,68770246,-
BOR,15,23239457,23711480,+
bosTau,12,61568218,61947879,+
BOR,15,23711480,35314952,+
bosTau,12,50824696,61462475,-
BOR,15,35314952,35726753,+
bosTau,12,50228183,50685484,+
BOR,15,35726753,46596660,+
bosTau,12,37056247,50108716,-
BOR,15,46596660,51480567,+
bosTau,12,54569,6216616,+
BOR,15,51480567,54204294,+
bosTau,12,6627470,9775868,+
BOR,15,54204294,59263012,+
bosTau,12,15453477,20365156,+
BOR,15,59263012,60611399,+
bosTau,12,22803437,23796334,+
BOR,15,60611399,78264505,+
bosTau,12,24344595,36638297,+
BOR,16,0,837498,+
bosTau,24,44286894,44687848,-
BOR,16,837498,1673679,+
bosTau,24,43390307,43746387,-
BOR,16,1673679,33515372,+
bosTau,24,12867859,43064848,-
BOR,16,33515372,36786579,+
bosTau,24,44857707,47885078,+
BOR,16,36786579,52612547,+
bosTau,24,48875290,64283291,+
BOR,16,52612547,54012169,+
bosTau,24,11529958,12700007,-
BOR,16,54012169,65232203,+
bosTau,24,493559,9009313,-
BOR,17,0,1752473,+
bosTau,18,12651506,13785915,-
BOR,17,1752473,13562421,+
bosTau,18,1591423,12189150,-
BOR,17,13562421,15778858,+
bosTau,18,37083313,39197142,-
BOR,17,15778858,29638898,+
bosTau,18,24478842,36646688,-
BOR,17,29638898,30430975,+
bosTau,18,23496251,24151415,+
BOR,17,30430975,39245987,+
bosTau,18,14396578,23494834,-
BOR,17,39245987,45559814,+
bosTau,18,39229296,46157330,+
BOR,17,45559814,46515511,+
bosTau,18,46943716,47738663,+
BOR,17,46515511,48387178,+
bosTau,18,48642609,50159787,+
BOR,17,48387178,48747554,+
bosTau,18,50739180,51033850,-
BOR,17,48747554,56105084,+
bosTau,18,51106166,57267319,+
BOR,17,56105084,56695955,+
bosTau,18,62289758,62633612,-
BOR,17,56695955,57447895,+
bosTau,18,63955723,64571128,+
BOR,18,0,14957740,+
bosTau,19,51991524,64592366,+
BOR,18,14957740,17373307,+
bosTau,19,47871524,50149373,-
BOR,18,17373307,24333990,+
bosTau,19,40386856,47285668,-
BOR,18,24333990,26283057,+
bosTau,19,37973264,39779909,-
BOR,18,26283057,27550540,+
bosTau,19,36258477,37394141,-
BOR,18,27550540,28454044,+
bosTau,19,11221,925571,+
BOR,18,28454044,33767353,+
bosTau,19,1291154,8127699,+
BOR,18,33767353,34106667,+
bosTau,19,9272454,9605425,+
BOR,18,34106667,35170274,+
bosTau,19,11399760,12551755,+
BOR,18,35170274,35590727,+
bosTau,19,12889289,13269201,+
BOR,18,35590727,39347971,+
bosTau,19,13911936,17660844,+
BOR,18,39347971,40113395,+
bosTau,19,18031311,18644111,+
BOR,18,40113395,41219982,+
bosTau,19,19143368,20047982,+
BOR,18,41219982,42442500,+
bosTau,19,20465673,21405818,+
BOR,18,42442500,56050312,+
bosTau,19,22428055,34232890,+
BOR,19,0,6566413,+
bosTau,13,55199472,60269185,+
BOR,19,6566413,17258572,+
bosTau,13,75060341,84188408,-
BOR,19,17258572,24757599,+
bosTau,13,67128361,74196050,-
BOR,19,24757599,31851081,+
bosTau,13,60383709,66713664,-
BOR,19,31851081,34603812,+
bosTau,13,51192794,53678553,-
BOR,19,34603812,37755259,+
bosTau,13,47182410,51105304,+
BOR,19,37755259,45331841,+
bosTau,13,522799,9735208,+
BOR,19,45331841,51968758,+
bosTau,13,37102338,42129681,+
BOR,20,0,13766160,+
bosTau,25,556170,13922177,+
BOR,20,13766160,15043190,+
bosTau,25,16025520,17713191,+
BOR,20,15043190,15441974,+
bosTau,25,17953455,18065982,-
BOR,20,15441974,16411568,+
bosTau,25,18180836,19210676,+
BOR,20,16411568,21743804,+
bosTau,25,19627730,25357686,+
BOR,20,21743804,25667014,+
bosTau,25,25717484,29330941,+
BOR,20,25667014,32329972,+
bosTau,25,30954874,36335840,+
BOR,20,32329972,34527553,+
bosTau,25,36648413,38301903,+
BOR,20,34527553,35951033,+
bosTau,25,38678199,39627318,+
BOR,20,35951033,40365709,+
bosTau,25,40449071,43601330,+
BOR,21,0,2173007,+
bosTau,13,45038481,46319995,-
BOR,21,2173007,2791231,+
bosTau,13,43012433,43581938,-
BOR,21,2791231,8816680,+
bosTau,13,10898275,16452884,-
BOR,21,8816680,9489147,+
bosTau,13,9918643,10514696,-
BOR,21,9489147,14717531,+
bosTau,13,27565755,32842679,+
BOR,21,14717531,22388520,+
bosTau,13,19619263,26283907,+
BOR,21,22388520,24458458,+
bosTau,13,35275543,36960777,-
BOR,21,24458458,26253278,+
bosTau,13,32947545,34576525,-
BOR,21,26253278,28855395,+
bosTau,13,17345243,19311437,-
BOR,21,28855395,30823072,+
bosTau,13,26288445,27325343,+
BOR,22,0,1834432,+
bosTau,17,46720492,47996419,+
BOR,22,1834432,12039474,+
bosTau,17,49801861,58122626,+
BOR,22,12039474,19732981,+
bosTau,17,58372752,65417622,-
BOR,22,19732981,20651976,+
bosTau,17,65511386,66255032,+
BOR,22,20651976,22726034,+
bosTau,17,66347924,68060660,-
BOR,22,22726034,29564801,+
bosTau,17,68279303,73798189,+
BOR,22,29564801,30005179,+
bosTau,17,74458177,74709304,-
BOR,22,30005179,30410896,+
bosTau,17,74991413,75303455,+
BOR,23,0,883926,+
bosTau,23,29068451,29660261,+
BOR,23,883926,3106193,+
bosTau,23,30370713,32124525,+
BOR,23,3106193,15836729,+
bosTau,23,32476639,44623834,+
BOR,23,15836729,26320538,+
bosTau,23,45063744,52316494,+
BOR,24,0,4423887,+
bosTau,8,69846953,75211082,+
BOR,24,4423887,6749495,+
bosTau,8,76465617,78917985,+
BOR,24,6749495,8222420,+
bosTau,8,9429455,11015204,-
BOR,24,8222420,13303631,+
bosTau,27,990245,6155734,-
BOR,25,0,2207958,+
bosTau,7,3987281,6074408,+
BOR,25,2207958,3193476,+
bosTau,7,6589296,7552193,+
BOR,25,3193476,3916889,+
bosTau,7,8336728,9198752,+
BOR,25,3916889,6232010,+
bosTau,7,9654163,11255813,+
BOR,25,6232010,7872807,+
bosTau,7,12853772,14373918,-
BOR,26,0,399990,+
bosTau,7,42743243,43048459,+
BOR,26,399990,1125752,+
bosTau,7,19661804,20239999,-
BOR,26,1125752,4239525,+
bosTau,7,15481868,18463814,-
BOR,26,4239525,4830028,+
bosTau,7,14549960,14973913,-
BOR,27,0,3633447,+
bosTau,8,90113764,94338717,-
BOR,28,0,1871186,+
bosTau,8,88078540,89786672,+
BOR,29,0,961284,+
bosTau,7,2518123,3427265,+
BOR,30,0,919387,+
bosTau,19,35306524,35758880,+
BOR,X,0,3717251,+
bosTau,X,20949613,24071757,-
BOR,X,3717251,5960150,+
bosTau,X,18304947,20157036,-
BOR,X,5960150,10029292,+
bosTau,X,14876899,17639029,-
BOR,X,10029292,27693530,+
bosTau,X,524168,14386702,-
BOR,X,27693530,28520988,+
bosTau,X,40258187,40881503,-
BOR,X,28520988,29069111,+
bosTau,X,39632242,40113482,+
BOR,X,29069111,29495012,+
bosTau,X,39024259,39308949,+
BOR,X,29495012,34075559,+
