name,chr,start,end,direction
EUA,4,6372227,7373072,+
musMus,11,31351355,32159331,-
EUA,4,7373072,8169574,+
musMus,17,26327017,26900959,-
EUA,4,8169574,25751143,+
musMus,11,32302763,48787274,+
EUA,4,25751143,29741226,+
musMus,11,54879120,58172895,-
EUA,4,29741226,32384562,+
musMus,18,60473713,62616539,+
EUA,4,32384562,42564770,+
musMus,18,34515471,44120958,-
EUA,4,42564770,45308614,+
musMus,13,55723712,58018213,-
EUA,4,45308614,48939047,+
musMus,11,51701667,54873765,+
EUA,4,48939047,59514212,+
musMus,18,51027769,60158609,-
EUA,4,59514212,60127249,+
musMus,18,50478340,51018403,+
EUA,4,60127249,66532536,+
musMus,18,44602954,50288678,-
EUA,4,66532536,68642922,+
musMus,18,32693171,34387787,-
EUA,4,68642922,75954378,+
musMus,17,58872499,65541334,-
EUA,4,75954378,76825935,+
musMus,1,97538342,98354895,+
EUA,4,76825935,79639328,+
musMus,1,94124261,96880961,-
EUA,4,79639328,81878830,+
musMus,17,15580110,17652916,+
EUA,4,81878830,106862797,+
musMus,13,74877512,100107588,+
EUA,4,106862797,115336780,+
musMus,13,100468323,108146411,+
EUA,4,115336780,131092117,+
musMus,13,108845284,119285870,+
EUA,4,131092117,136316152,+
musMus,15,3202249,7831597,+
EUA,4,136316152,145273795,+
musMus,15,8241631,15778960,+
EUA,4,145273795,151394363,+
musMus,15,16091685,21662001,+
EUA,4,151394363,164224943,+
musMus,15,21991983,32758261,+
EUA,4,164224943,169579682,+
musMus,13,68549349,72746397,+
EUA,4,169579682,171106391,+
musMus,13,73446498,74364187,+
EUA,5,0,2420519,+
musMus,17,14167561,15527344,-
EUA,5,2420519,8841147,+
musMus,17,8271655,13015648,+
EUA,5,8841147,9364538,+
musMus,17,7545297,7931957,+
EUA,5,9364538,13396978,+
musMus,17,3113737,6310980,-
EUA,5,13396978,18035828,+
musMus,10,3307465,7334550,-
EUA,5,18035828,45063778,+
musMus,10,7589187,33648792,+
EUA,5,45063778,51299372,+
musMus,10,51568949,57838851,-
EUA,5,51299372,52333685,+
musMus,10,34131435,35066721,+
EUA,5,52333685,54729955,+
musMus,10,35370948,38020748,+
EUA,5,54729955,67171226,+
musMus,10,38552176,51417159,+
EUA,5,67171226,80043383,+
musMus,4,21433778,34909721,+
EUA,5,80043383,93103162,+
musMus,9,78395704,88523872,-
EUA,5,93103162,102537277,+
musMus,1,21389422,30640583,+
EUA,5,102537277,103772108,+
musMus,1,33489869,34410556,+
EUA,5,103772108,107143712,+
musMus,9,75718341,78305509,+
EUA,5,107143712,110069487,+
musMus,1,18105007,21298224,-
EUA,5,110069487,120492804,+
musMus,17,40802761,49932134,+
EUA,5,120492804,122559696,+
musMus,17,29455498,30940880,-
EUA,5,122559696,125775547,+
musMus,17,26916783,29021928,-
EUA,5,125775547,127191890,+
musMus,17,33905468,34963445,+
EUA,5,127191890,127994677,+
musMus,17,35498885,36032828,+
EUA,5,127994677,128876876,+
musMus,17,36825969,37496618,+
EUA,5,128876876,130186529,+
musMus,13,21277771,21843273,+
EUA,5,130186529,137126491,+
musMus,13,23113619,30278614,+
EUA,5,137126491,145773453,+
musMus,13,41486820,48471351,-
EUA,5,145773453,153645906,+
musMus,13,34000447,41142055,-
EUA,5,153645906,156405648,+
musMus,13,30560051,32926225,-
EUA,6,0,3798701,+
musMus,7,56049948,59314719,+
EUA,6,3798701,4490549,+
musMus,7,62222147,62424914,+
EUA,6,4490549,5413724,+
musMus,7,62978120,63777569,+
EUA,6,5413724,27445635,+
musMus,7,64450670,84486404,+
EUA,6,27445635,28668773,+
musMus,9,89196508,90205096,+
EUA,6,28668773,29390158,+
musMus,9,54528483,55066056,+
EUA,6,29390158,52678627,+
musMus,9,56841251,75699125,+
EUA,6,52678627,53306899,+
musMus,9,54026648,54528061,-
EUA,6,53306899,61700523,+
musMus,2,120666528,127069463,-
EUA,6,61700523,71449956,+
musMus,2,112235469,120294843,-
EUA,6,71449956,75878430,+
musMus,14,50613944,56106204,+
EUA,6,75878430,79094068,+
musMus,12,44847401,48471862,+
EUA,6,79094068,102390604,+
musMus,12,48975826,70926410,+
EUA,6,102390604,102798564,+
musMus,14,19705712,20050702,-
EUA,6,102798564,108583143,+
musMus,14,45071477,49789663,+
EUA,6,108583143,141905717,+
musMus,12,70937760,101086050,+
EUA,6,141905717,155993896,+
musMus,12,101751308,113430848,+
EUA,7,0,1558474,+
musMus,1,34578746,34879623,+
EUA,7,1558474,2281824,+
musMus,1,35692380,36244488,+
EUA,7,2281824,3507459,+
musMus,18,31633273,32435935,+
EUA,7,3507459,6826308,+
musMus,1,113657673,116608226,-
EUA,7,6826308,20560511,+
musMus,1,118266814,130367123,+
EUA,7,20560511,69111405,+
musMus,2,39507822,84473250,+
EUA,7,69111405,71055361,+
musMus,1,44435674,46007560,+
EUA,7,71055361,76865249,+
musMus,1,47098022,53361515,-
EUA,7,76865249,89715203,+
musMus,1,53384127,65474998,+
EUA,7,89715203,122889993,+
musMus,1,65858680,93875769,+
EUA,8,0,1447247,+
musMus,11,15509328,16947261,-
EUA,8,1447247,10680505,+
musMus,11,5787912,14720630,-
EUA,8,10680505,18113006,+
musMus,13,14226101,21038318,+
EUA,8,18113006,21426653,+
musMus,9,22448270,25605192,-
EUA,8,21426653,30698353,+
musMus,6,49012313,56682199,-
EUA,8,30698353,31148426,+
musMus,5,23838132,24182969,-
EUA,8,31148426,34087542,+
musMus,12,117403498,120028364,+
EUA,8,34087542,41127690,+
musMus,12,33429466,40040587,+
EUA,8,41127690,51549502,+
musMus,6,3370883,13281238,-
EUA,8,51549502,70177556,+
musMus,5,3143598,23677430,+
EUA,8,70177556,72137404,+
musMus,12,31141443,32914841,-
EUA,8,72137404,76502671,+
musMus,12,40169806,44612010,-
EUA,8,76502671,114332472,+
musMus,6,13284802,48908949,+
EUA,8,114332472,120874024,+
musMus,5,24246585,29676098,+
EUA,8,120874024,121488900,+
musMus,12,116077458,116374276,-
EUA,9,0,5418348,+
musMus,7,140845390,145322691,+
EUA,9,5418348,10527679,+
musMus,19,3259830,7586121,+
EUA,9,10527679,11451587,+
musMus,19,8565296,9135777,+
EUA,9,11451587,13327641,+
musMus,19,9871446,11344723,+
EUA,9,13327641,13708217,+
musMus,19,11723450,12022571,+
EUA,9,13708217,14188552,+
musMus,2,84523206,84883549,+
EUA,9,14188552,36912565,+
musMus,2,89842866,110992460,+
EUA,9,36912565,42914232,+
musMus,7,48903252,55382814,-
EUA,9,42914232,44358725,+
musMus,7,46095172,47148431,-
EUA,9,44358725,53808934,+
musMus,7,108880589,116546444,-
EUA,9,53808934,54788149,+
musMus,7,106871782,107812380,-
EUA,9,54788149,56414157,+
musMus,7,103766759,105832100,-
EUA,9,56414157,75948072,+
musMus,7,87110276,103236545,-
EUA,9,75948072,88391323,+
musMus,9,7852424,18398308,-
EUA,9,88391323,92155772,+
musMus,9,3999081,7457947,-
EUA,9,92155772,108251216,+
musMus,9,40154409,53983435,-
EUA,9,108251216,109532315,+
musMus,9,36691821,37936441,-
EUA,9,109532315,118892436,+
musMus,9,26073225,35701171,-
EUA,10,0,14791014,+
musMus,15,77056182,89591962,-
EUA,10,14791014,17182453,+
musMus,8,72801990,75226506,-
EUA,10,17182453,21703136,+
musMus,10,82801041,86516585,-
EUA,10,21703136,69827886,+
musMus,10,86684830,128967199,+
EUA,10,69827886,91169406,+
musMus,15,89739240,103605303,-
EUA,10,91169406,91856925,+
musMus,16,16210043,16575574,+
EUA,10,91856925,94828401,+
musMus,6,148219618,149563499,-
EUA,10,94828401,104341189,+
musMus,6,133957949,141679658,-
EUA,10,104341189,104873880,+
musMus,6,129319840,129644014,-
EUA,10,104873880,109624228,+
musMus,6,124341765,128440182,+
EUA,11,0,1678401,+
musMus,10,58255380,59230348,-
EUA,11,1678401,3353719,+
musMus,17,54071081,55547138,+
EUA,11,3353719,12666543,+
musMus,1,36266322,43871973,-
EUA,11,12666543,16562173,+
musMus,2,127449264,129414490,+
EUA,11,16562173,17030447,+
musMus,2,24169740,24574863,+
EUA,11,17030447,30785724,+
musMus,6,70731717,83631398,+
EUA,11,30785724,33675321,+
musMus,6,83637573,85703200,-
EUA,11,33675321,36000829,+
musMus,6,86012652,87670397,+
EUA,11,36000829,50629752,+
musMus,11,16951088,31105173,+
EUA,11,50629752,73052823,+
musMus,17,71551895,91676461,-
EUA,11,73052823,75575625,+
musMus,5,30104361,32391539,-
EUA,11,75575625,91113861,+
musMus,12,3247101,17555464,+
EUA,11,91113861,91741077,+
musMus,12,21117742,21530944,-
EUA,11,91741077,99634657,+
musMus,12,24723999,30281637,+
EUA,12,0,1494396,+
musMus,2,24603786,25685632,+
EUA,12,1494396,2674316,+
musMus,2,25776526,26639333,-
EUA,12,2674316,4979407,+
musMus,2,26891872,28470104,-
EUA,12,4979407,6625944,+
musMus,2,28496531,29752369,+
EUA,12,6625944,9503408,+
musMus,2,29769244,32260019,-
EUA,12,9503408,12220556,+
musMus,2,32586993,34799928,+
EUA,12,12220556,14965992,+
musMus,2,36810925,39223698,-
EUA,12,14965992,16398064,+
musMus,2,34804987,36059055,-
EUA,12,16398064,24097471,+
musMus,4,62193866,70543333,-
EUA,12,24097471,50836612,+
musMus,4,34948946,59931230,-
EUA,12,50836612,71398833,+
musMus,4,74296564,94930630,-
EUA,12,71398833,86908238,+
musMus,19,16872973,30179235,-
EUA,12,86908238,89426696,+
musMus,19,14031317,16434615,-
EUA,12,89426696,92357653,+
musMus,4,70646275,73798132,+
EUA,12,92357653,96777711,+
musMus,13,58176042,60768283,+
EUA,12,96777711,98960368,+
musMus,13,62836146,64312775,+
EUA,13,0,2171694,+
musMus,15,75550429,76943298,-
EUA,13,2171694,48954190,+
musMus,15,32787252,74893748,-
EUA,13,48954190,58914934,+
musMus,4,9777130,19952463,+
EUA,13,58914934,69814680,+
musMus,3,3374390,15264411,-
EUA,13,69814680,78654988,+
musMus,1,9522905,17929956,-
EUA,13,78654988,81932964,+
musMus,3,16180547,19879081,-
EUA,13,81932964,83063104,+
musMus,4,20003165,20871341,+
EUA,13,83063104,89173594,+
musMus,4,3548793,9748900,-
EUA,13,89173594,93487978,+
musMus,1,3118073,7250351,+
EUA,13,93487978,98642445,+
musMus,16,14700669,15969587,+
EUA,14,0,11570423,+
musMus,8,4787974,13882143,-
EUA,14,11570423,61515186,+
musMus,14,79586899,124715603,-
EUA,14,61515186,64287542,+
musMus,14,72528198,75004190,-
EUA,14,64287542,64653676,+
musMus,14,59199882,59598016,-
EUA,14,64653676,67030059,+
musMus,14,61303693,62973097,+
EUA,14,67030059,72192925,+
musMus,3,53511344,57173023,+
EUA,14,72192925,79843702,+
musMus,5,146206383,151433513,-
EUA,14,79843702,82416304,+
musMus,14,59604021,61225351,+
EUA,14,82416304,86239656,+
musMus,14,56667798,59108661,-
EUA,15,0,11368737,+
musMus,7,128351949,137965310,-
EUA,15,11368737,35721439,+
musMus,19,40221334,61096217,-
EUA,15,35721439,41588468,+
musMus,19,34088674,38968887,-
EUA,15,41588468,45767254,+
musMus,19,30226341,33393020,-
EUA,15,45767254,65678606,+
musMus,10,59321098,74847273,-
EUA,15,65678606,72075626,+
musMus,14,20293393,25807051,+
EUA,15,72075626,80245628,+
musMus,14,34051750,41128950,-
EUA,15,80245628,83884457,+
musMus,6,116220309,118420046,+
EUA,16,0,3091331,+
musMus,18,67030940,68350565,-
EUA,16,3091331,4559197,+
musMus,18,62703662,63634628,-
EUA,16,4559197,12112389,+
musMus,17,65559486,71551481,+
EUA,16,12112389,13679942,+
musMus,17,93140347,94518233,-
EUA,16,13679942,36736641,+
musMus,18,9613436,31557267,+
EUA,16,36736641,49807123,+
musMus,18,68493455,79981538,-
EUA,16,49807123,53863642,+
musMus,18,63662016,67024452,+
EUA,16,53863642,59039738,+
musMus,1,103799018,110070429,+
EUA,16,59039738,70559044,+
musMus,18,80554488,90544102,-
EUA,17,0,15096499,+
musMus,8,111417293,123536787,-
EUA,17,15096499,21793479,+
musMus,8,104987009,110705993,-
EUA,17,21793479,32839611,+
musMus,8,93540883,104641986,-
EUA,17,32839611,42207037,+
musMus,8,85258234,93020159,-
EUA,17,42207037,44064224,+
musMus,7,39596610,40956348,+
EUA,17,44064224,48791747,+
musMus,7,34109505,38285103,-
EUA,17,48791747,54612638,+
musMus,7,25611442,31168793,-
EUA,17,54612638,55306356,+
musMus,7,24864525,25463610,+
EUA,17,55306356,58474356,+
musMus,7,18883966,24779712,-
EUA,17,58474356,60181421,+
musMus,7,15865744,17064055,-
EUA,17,60181421,64198296,+
musMus,7,43407759,45950086,-
EUA,17,64198296,65108064,+
musMus,7,3225200,3869437,+
EUA,17,65108064,65872892,+
musMus,7,4337284,4911850,+
EUA,17,65872892,67565835,+
musMus,7,6060483,7003136,+
EUA,17,67565835,68078931,+
musMus,7,12767516,13055941,+
EUA,18,0,7601464,+
musMus,11,115857889,121808705,-
EUA,18,7601464,16838543,+
musMus,11,107607331,115537405,-
EUA,18,16838543,19280533,+
musMus,11,105031888,107082305,-
EUA,18,19280533,26793241,+
musMus,11,97616720,104464145,-
EUA,18,26793241,28742308,+
musMus,11,95551088,97232905,-
EUA,18,28742308,36683271,+
musMus,11,87936943,95011117,-
EUA,18,36683271,37393715,+
musMus,11,86785516,87284023,-
EUA,18,37393715,48401390,+
musMus,11,76726540,85458014,-
EUA,18,48401390,50236986,+
musMus,11,74259618,75766254,-
EUA,18,50236986,62619669,+
musMus,11,62127363,73355665,-
EUA,18,62619669,64049009,+
musMus,11,59770184,60811390,-
EUA,19,0,4845648,+
musMus,2,178115018,181858030,-
EUA,19,4845648,26677788,+
musMus,2,157677633,174914539,-
EUA,19,26677788,33841111,+
musMus,2,151518579,157272332,-
EUA,19,33841111,55712889,+
musMus,2,129457714,148894526,+
EUA,19,55712889,57748556,+
musMus,2,149380971,151041402,+
EUA,20,0,3875204,+
musMus,13,4574133,8892798,-
EUA,20,3875204,4493428,+
musMus,13,3521759,4056863,-
EUA,20,4493428,10560917,+
musMus,2,6059941,11794990,-
EUA,20,10560917,13344813,+
musMus,2,3092481,5651579,-
EUA,20,13344813,24661962,+
musMus,2,12002381,22812571,+
EUA,20,24661962,25997233,+
musMus,18,6728482,7930808,+
EUA,20,25997233,26778029,+
musMus,18,3489853,4241482,+
EUA,20,26778029,28992622,+
musMus,18,4546694,6530740,+
EUA,20,28992622,31516837,+
musMus,8,127035384,128737493,-
EUA,20,31516837,33830033,+
musMus,18,7985846,9396229,-
EUA,21,0,1460425,+
musMus,5,110123177,110810314,+
EUA,21,1460425,21150515,+
musMus,5,114922916,128333100,-
EUA,21,21150515,23224573,+
musMus,5,113420422,114814035,+
EUA,21,23224573,26579868,+
musMus,5,110824038,113292963,-
EUA,21,26579868,29440253,+
musMus,11,3125665,5543559,-
EUA,21,29440253,30063340,+
musMus,5,32742603,33161876,+
EUA,21,30063340,32186804,+
musMus,10,74949969,75591962,+
EUA,22,0,3034452,+
musMus,17,23550659,26287152,-
EUA,22,3034452,13834634,+
musMus,16,3706715,13166562,+
EUA,22,13834634,14682158,+
musMus,16,13940516,14483804,+
EUA,22,14682158,27719354,+
musMus,7,116609748,128190746,+
EUA,23,0,2208242,+
musMus,8,67437292,69199907,+
EUA,23,2208242,6227997,+
musMus,14,68615694,72397670,-
EUA,23,6227997,10248549,+
musMus,14,64628602,67844813,-
EUA,23,10248549,17065287,+
musMus,8,14023528,18951493,-
EUA,24,0,1450079,+
musMus,8,70112773,70897658,+
EUA,24,1450079,2207958,+
musMus,8,71272109,71671848,-
EUA,24,2207958,3308988,+
musMus,8,72129401,72763463,-
EUA,24,3308988,4032401,+
musMus,17,32120687,32703222,-
EUA,24,4032401,6376726,+
musMus,8,83566636,85097602,+
EUA,24,6376726,9235557,+
musMus,9,20636945,22131963,-
EUA,24,9235557,10370160,+
musMus,17,33432802,33849507,+
EUA,24,10370160,11126078,+
musMus,8,3150853,3657837,-
EUA,24,11126078,13910330,+
musMus,17,55952476,57328022,-
EUA,24,13910330,14556667,+
musMus,10,81418580,81597886,+
EUA,24,14556667,16991330,+
musMus,10,79526952,80942070,-
EUA,25,0,8960718,+
musMus,5,130874780,137837665,+
EUA,25,8960718,11008300,+
musMus,5,143484197,145239483,-
EUA,25,11008300,14212646,+
musMus,5,140723474,143113205,-
EUA,25,14212646,15422976,+
musMus,5,139468059,140393031,-
EUA,26,0,1942366,+
musMus,13,48508890,49734494,-
EUA,26,1942366,6275043,+
musMus,13,51096818,53368727,+
EUA,27,0,1070204,+
musMus,16,16870060,17531203,+
EUA,27,1070204,2550103,+
musMus,16,18066373,18971614,+
EUA,28,0,2207798,+
musMus,6,118575744,120375000,-
EUA,29,0,1058586,+
musMus,11,58914703,59455955,+
EUA,30,0,1000214,+
musMus,6,120550551,121273292,+
EUA,X,0,3764975,+
musMus,X,71406538,74453144,-
EUA,X,3764975,18054837,+
musMus,X,56315773,70395856,-
EUA,X,18054837,21324876,+
musMus,X,50623028,53722353,-
EUA,X,21324876,32690266,+
musMus,X,38151652,50020430,-
EUA,X,32690266,36874744,+
musMus,X,21384640,37111364,-
EUA,X,36874744,37333773,+
musMus,X,75784156,76201839,+
EUA,X,37333773,48938991,+
musMus,X,136625401,147585032,-
EUA,X,48938991,49845687,+
musMus,X,135734621,136304077,-
EUA,X,49845687,57202174,+
musMus,X,127871490,135275692,-
EUA,X,57202174,58721251,+
musMus,X,120116500,121572901,-
EUA,X,58721251,73131800,+
musMus,X,103300357,114672541,-
EUA,X,73131800,82972729,+
musMus,X,95020268,102715381,-
EUA,X,82972729,84766076,+
musMus,X,152969005,153511953,-
EUA,X,84766076,87252494,+
musMus,X,150510358,152421997,+
EUA,X,87252494,89671408,+
musMus,X,6323350,8459130,+
EUA,X,89671408,100063397,+
musMus,X,9669298,21175951,-
EUA,X,100063397,113245674,+
musMus,X,78578118,94361016,+
EUA,X,113245674,122517148,+
musMus,X,155158834,165292189,+
