name,chr,start,end,direction
ponAbe,13,23141545,23683268,+
SIM,14,83096301,87795249,+
ponAbe,13,18330423,23141545,-
SIM,15,0,811485,+
ponAbe,14,18724533,19486068,-
SIM,15,811485,8661185,+
ponAbe,14,19486068,27494802,+
SIM,15,8661185,86984785,+
ponAbe,14,28006286,108858599,+
SIM,16,0,64252304,+
ponAbe,1,22123785,87872861,+
SIM,16,64252304,77352564,+
ponAbe,1,88530061,101820502,+
SIM,16,77352564,77790716,+
ponAbe,1,105605061,106054299,+
SIM,16,77790716,78575375,+
ponAbe,1,106379530,107220582,-
SIM,17,0,74029498,+
ponAbe,18,17364363,94040587,+
SIM,18,0,43825204,+
ponAbe,16,33628669,77774450,-
SIM,18,43825204,55425256,+
ponAbe,16,18271597,29973331,-
SIM,18,55425256,56885536,+
ponAbe,16,16791048,18209028,+
SIM,18,56885536,72989564,+
ponAbe,16,10025,16313231,-
SIM,19,0,923175,+
ponAbe,15,27351770,28324942,-
SIM,19,923175,2559573,+
ponAbe,15,24980481,26391684,+
SIM,19,2559573,5513674,+
ponAbe,15,96122901,99142023,-
SIM,19,5513674,6000418,+
ponAbe,15,95619302,96122901,+
SIM,19,6000418,19887936,+
ponAbe,15,81713626,95619302,-
SIM,19,19887936,21423874,+
ponAbe,15,80142140,81409678,+
SIM,19,21423874,25681773,+
ponAbe,15,75521936,79900244,-
SIM,19,25681773,59017078,+
ponAbe,15,39082278,73485351,-
SIM,19,59017078,66641245,+
ponAbe,15,30644389,38615856,-
SIM,19,66641245,68766511,+
ponAbe,15,28354987,30614282,+
SIM,20,0,38577437,+
ponAbe,20,22692339,62725295,-
SIM,20,38577437,58826168,+
ponAbe,20,15225,20919888,+
SIM,21,0,37079521,+
ponAbe,19,10000,37630120,+
SIM,21,37079521,58337457,+
ponAbe,19,37961581,60704840,+
SIM,22,0,2441990,+
ponAbe,17,52092559,54525349,-
SIM,22,2441990,3481559,+
ponAbe,17,42737339,43778595,-
SIM,22,3481559,10080425,+
ponAbe,17,43934901,50785500,+
SIM,22,10080425,21487293,+
ponAbe,17,32958039,42699651,-
SIM,22,21487293,22222422,+
ponAbe,17,51258067,51892649,-
SIM,22,22222422,23813639,+
ponAbe,17,31207512,32664528,+
SIM,22,23813639,33202544,+
ponAbe,17,21395040,31150528,-
SIM,22,33202544,34878190,+
ponAbe,17,17528212,19062895,-
SIM,23,0,29072779,+
ponAbe,22,16857790,46494378,-
SIM,23,29072779,29384322,+
ponAbe,22,16654331,16763549,+
SIM,23,29384322,32048073,+
ponAbe,22,13761019,16203901,-
SIM,24,0,19545192,+
ponAbe,1,1984437,22123785,+
SIM,24,19545192,21561283,+
ponAbe,1,13101,1954442,-
SIM,25,0,15002069,+
ponAbe,17,57955821,73202404,-
SIM,25,15002069,17279071,+
ponAbe,17,54527695,56868923,+
SIM,26,0,14454235,+
ponAbe,17,1157399,16074079,+
SIM,26,14454235,14919192,+
ponAbe,17,16131653,16595688,-
SIM,27,0,6458433,+
ponAbe,9,83255015,89993287,+
SIM,28,0,6188440,+
ponAbe,15,18701918,24861732,-
SIM,29,0,2617027,+
ponAbe,9,90246307,92932839,+
SIM,30,0,387286,+
ponAbe,9,20612338,20754640,+
SIM,30,387286,763707,+
ponAbe,9,21545282,21894345,-
SIM,30,763707,1138540,+
ponAbe,9,20784640,21054973,+
SIM,X,0,14684481,+
ponAbe,X,141212067,156188086,-
SIM,X,14684481,15146692,+
ponAbe,X,140778923,141206442,+
SIM,X,15146692,153932146,+
ponAbe,X,1104004,140762038,-
