name,chr,start,end,direction
SIM,18,20250965,44936378,+
homSap,16,30312794,70043517,-
SIM,18,44936378,45584525,+
homSap,16,29581854,30230001,+
SIM,18,45584525,55425256,+
homSap,16,18607613,28448344,-
SIM,18,55425256,56885536,+
homSap,16,16970169,18430449,+
SIM,18,56885536,72989564,+
homSap,16,80227,16320451,-
SIM,19,0,923175,+
homSap,15,31750450,32673625,-
SIM,19,923175,2559573,+
homSap,15,29065908,30702306,+
SIM,19,2559573,5513674,+
homSap,15,99566778,102520879,-
SIM,19,5513674,6000418,+
homSap,15,99080034,99566778,+
SIM,19,6000418,19887936,+
homSap,15,85192516,99080034,-
SIM,19,19887936,21423874,+
homSap,15,83194070,84730008,+
SIM,19,21423874,66641245,+
homSap,15,34798891,82582094,-
SIM,19,66641245,68766511,+
homSap,15,32673625,34798891,+
SIM,20,0,33116366,+
homSap,20,29831435,62947801,-
SIM,20,33116366,58826168,+
homSap,20,60000,25769802,+
SIM,21,0,58337457,+
homSap,19,90443,59097673,+
SIM,22,0,2441990,+
homSap,17,60360508,62802498,-
SIM,22,2441990,3031230,+
homSap,17,43705165,44294405,-
SIM,22,3031230,3481559,+
homSap,17,44642442,45092771,+
SIM,22,3481559,10080425,+
homSap,17,36818409,43559778,-
SIM,22,10080425,21487293,+
homSap,17,45671436,57664327,+
SIM,22,21487293,22222422,+
homSap,17,58218149,58953278,-
SIM,22,22222422,23813639,+
homSap,17,34656634,36247851,+
SIM,22,23813639,34878190,+
homSap,17,17080933,34656634,-
SIM,23,0,29072779,+
homSap,22,21882952,51224913,-
SIM,23,29072779,29384322,+
homSap,22,21053108,21364651,+
SIM,23,29384322,32048073,+
homSap,22,17679960,20343711,-
SIM,24,0,19545192,+
homSap,1,227676265,247221457,-
SIM,24,19545192,21561283,+
homSap,1,247221457,249237548,+
SIM,25,0,15002069,+
homSap,17,66177122,81179191,-
SIM,25,15002069,17279071,+
homSap,17,62904208,65181210,+
SIM,26,0,14454235,+
homSap,17,1213423,15667658,+
SIM,26,14454235,14919192,+
homSap,17,15696402,16161359,-
SIM,27,0,6458433,+
homSap,9,90529789,97037620,+
SIM,28,0,6188440,+
homSap,15,22384619,28573059,-
SIM,29,0,2617027,+
homSap,9,97269380,99886407,+
SIM,30,0,387286,+
homSap,9,43803303,44190589,-
SIM,30,387286,763707,+
homSap,9,40353618,40730039,+
SIM,30,763707,1138540,+
homSap,9,43212032,43586865,-
SIM,X,0,14684481,+
homSap,X,140561968,155246449,-
SIM,X,14684481,15146692,+
homSap,X,140099757,140561968,+
SIM,X,15146692,153932146,+
homSap,X,1314303,140099757,-
