name,chr,start,end,direction
monDom,7,195812740,206322725,+
EUT,1,108792009,109191341,+
monDom,2,525850175,526217776,+
EUT,1,109191341,109588316,+
monDom,2,537463289,537828720,+
EUT,1,109588316,111097779,+
monDom,2,540166605,541556124,+
EUT,1,111097779,112060133,+
monDom,2,524189528,525121277,+
EUT,1,112060133,113317589,+
monDom,7,252140662,253266065,-
EUT,1,113317589,116402228,+
monDom,7,255685701,258750455,-
EUT,1,116402228,118605981,+
monDom,7,253685104,255225528,-
EUT,1,120132317,121230329,+
monDom,4,93258602,93714587,-
EUT,1,121230329,121577773,+
monDom,4,92686155,92879478,-
EUT,1,121577773,124762626,+
monDom,4,87315888,91777912,-
EUT,1,124762626,125132665,+
monDom,4,86224129,86583193,-
EUT,1,125132665,125519731,+
monDom,4,85773555,86194167,+
EUT,1,125519731,134579881,+
monDom,4,73586812,85646820,-
EUT,1,134579881,138475640,+
monDom,4,67072020,72867958,-
EUT,1,138475640,141009314,+
monDom,4,53637270,56984030,+
EUT,1,141009314,146807443,+
monDom,4,57944704,65917253,+
EUT,1,146807443,164206266,+
monDom,7,472066,18811279,-
EUT,1,165290441,169476721,+
monDom,4,62555,1020606,+
EUT,1,169476721,174152424,+
monDom,4,5101351,5852900,+
EUT,1,176156232,176910677,+
monDom,4,7467129,7736613,-
EUT,1,176910677,180633033,+
monDom,4,5856249,6628404,-
EUT,1,180633033,181878629,+
monDom,4,7849398,8113174,+
EUT,1,181878629,182176690,+
monDom,4,10623873,10941299,-
EUT,1,182176690,186317668,+
monDom,4,11197587,16291428,-
EUT,1,186317668,187210441,+
monDom,4,6646724,7349048,+
EUT,1,187210441,192305876,+
monDom,4,1189130,5093190,-
EUT,1,192305876,193139864,+
monDom,4,8206103,9120124,+
EUT,1,193139864,194187575,+
monDom,4,9616707,10551261,+
EUT,1,194187575,194289799,+
monDom,2,538457395,538547454,+
EUT,1,194289799,195643760,+
monDom,2,523788372,524159772,-
EUT,2,0,1510580,+
monDom,2,160443405,162861832,+
EUT,2,1510580,2106863,+
monDom,2,163366551,164161784,+
EUT,2,2106863,7019671,+
monDom,2,153187965,160380709,-
EUT,2,7019671,8876956,+
monDom,2,150488055,152825859,-
EUT,2,8876956,9588547,+
monDom,2,148667960,149465610,-
EUT,2,9588547,10441375,+
monDom,2,146820049,147919796,-
EUT,2,10441375,11139731,+
monDom,2,145563304,146257048,-
EUT,2,11139731,14699991,+
monDom,2,140339996,144747265,-
EUT,2,14699991,14835363,+
monDom,1,668879635,669050029,+
EUT,2,14835363,16241721,+
monDom,2,137768459,140213741,-
EUT,2,16241721,17012394,+
monDom,2,136500526,137302205,-
EUT,2,17012394,19264791,+
monDom,2,132558036,136075434,-
EUT,2,19264791,25127900,+
monDom,2,121530652,129750782,-
EUT,2,25127900,26873199,+
monDom,2,118902030,121016428,-
EUT,2,26873199,29088060,+
monDom,2,114207186,117686116,-
EUT,2,29088060,33141897,+
monDom,2,107632018,113710611,-
EUT,2,33141897,33518730,+
monDom,2,106696851,107125117,-
EUT,2,33518730,36744284,+
monDom,2,97411040,101526730,-
EUT,2,36744284,37899614,+
monDom,2,95030738,96768986,-
EUT,2,37899614,53191781,+
monDom,2,73244917,93893066,-
EUT,2,53191781,58735430,+
monDom,2,65875663,72698534,-
EUT,2,58735430,60259390,+
monDom,2,63286835,65029012,-
EUT,2,60259390,67110006,+
monDom,2,54690686,62671754,-
EUT,2,67110006,68465371,+
monDom,2,52181880,53816920,-
EUT,2,68465371,68955851,+
monDom,2,456833436,457313723,-
EUT,2,68955851,70541757,+
monDom,2,164566670,167087902,+
EUT,2,70541757,71082321,+
monDom,2,168855618,169001541,+
EUT,2,71082321,74818991,+
monDom,2,187845121,192405724,-
EUT,2,74818991,75315637,+
monDom,2,497394213,498235165,-
EUT,2,75315637,78822430,+
monDom,2,492374539,496927785,-
EUT,2,78822430,86752393,+
monDom,2,481373679,491803018,-
EUT,2,86752393,89002040,+
monDom,2,477418972,480695726,-
EUT,2,89002040,91567677,+
monDom,2,473243041,476778902,-
EUT,2,91567677,96907565,+
monDom,2,466450263,472853342,-
EUT,2,96907565,102482644,+
monDom,2,458355694,465824958,-
EUT,2,102482644,102823339,+
monDom,2,457583005,457918590,-
EUT,2,102823339,106499574,+
monDom,2,11357193,15390952,+
EUT,2,106499574,107108134,+
monDom,2,15702053,16570572,+
EUT,2,107108134,108837568,+
monDom,2,38659549,41127743,-
EUT,2,108837568,112671425,+
monDom,2,41328075,46510598,+
EUT,2,112671425,117055185,+
monDom,2,48042732,51980429,+
EUT,2,117055185,118072032,+
monDom,2,36286,852085,-
EUT,2,118072032,118797545,+
monDom,2,859344,1498913,-
EUT,2,118797545,123084510,+
monDom,2,16583442,20701373,+
EUT,2,123084510,126319389,+
monDom,2,21041128,24241306,+
EUT,2,126319389,139024650,+
monDom,2,24925047,38074141,+
EUT,2,139024650,149294977,+
monDom,2,1709381,11154988,+
EUT,2,149294977,150766718,+
monDom,4,427891422,429382780,-
EUT,2,150766718,158675555,+
monDom,4,415713668,427387334,-
EUT,2,158675555,160551481,+
monDom,4,430113379,431959536,+
EUT,2,160551481,161519610,+
monDom,4,432140870,433108627,+
EUT,2,161519610,161850896,+
monDom,4,432777455,433108614,-
EUT,2,161850896,162751323,+
monDom,4,431625147,432650810,-
EUT,2,162751323,163101893,+
monDom,4,432638365,433162006,-
EUT,2,163101893,164098367,+
monDom,4,366586123,368589882,-
EUT,2,164098367,166258212,+
monDom,4,359837536,365199928,-
EUT,2,166258212,167568738,+
monDom,4,408853312,412107043,-
EUT,2,167568738,168654502,+
monDom,4,403580801,406276501,-
EUT,2,168654502,169466161,+
monDom,4,401101631,403116792,-
EUT,2,169466161,173440079,+
monDom,4,354357636,359751724,+
EUT,2,173440079,176218580,+
monDom,4,372307095,375388813,+
EUT,2,176218580,176388360,+
monDom,4,375978368,376170388,+
EUT,2,176388360,179206939,+
monDom,4,378509247,381990236,+
EUT,2,179206939,180541764,+
monDom,4,365212834,366587973,+
EUT,2,180541764,180898290,+
monDom,4,370946293,371239682,+
EUT,2,180898290,181282650,+
monDom,4,371564141,372299956,+
EUT,2,181282650,181632961,+
monDom,4,433170626,433841259,+
EUT,2,181632961,183243741,+
monDom,4,396721428,399805091,-
EUT,2,183243741,183856615,+
monDom,4,433963846,435137127,+
EUT,2,183856615,187648388,+
monDom,4,389607721,396465072,-
EUT,2,187648388,188246429,+
monDom,4,387829734,388813573,-
EUT,2,188246429,188650314,+
monDom,4,376759174,377457031,-
EUT,2,188650314,189329460,+
monDom,2,103161714,104114995,-
EUT,2,189329460,189879735,+
monDom,4,388834982,389607373,-
EUT,3,0,2504279,+
monDom,5,228726758,234318140,-
EUT,3,2504279,3447931,+
monDom,5,219029363,219892284,-
EUT,3,3447931,7548331,+
monDom,5,213877918,218714416,-
EUT,3,7548331,10791630,+
monDom,5,209572068,213517387,-
EUT,3,10791630,11081416,+
monDom,5,209216579,209552427,+
EUT,3,11081416,23590777,+
monDom,5,194028709,209216013,-
EUT,3,23590777,33645835,+
monDom,5,179355358,191920506,-
EUT,3,33645835,34871592,+
monDom,5,177104846,178726340,-
EUT,3,34871592,40895724,+
monDom,5,170476557,176698089,-
EUT,3,40895724,47711908,+
monDom,5,162321515,170106832,-
EUT,3,47711908,51540404,+
monDom,5,155169692,159697088,-
EUT,3,51540404,51764747,+
monDom,5,2239152,2435097,+
EUT,3,51764747,56856509,+
monDom,5,18483380,23222126,+
EUT,3,56856509,57516990,+
monDom,5,31661582,32299968,+
EUT,3,57516990,58593422,+
monDom,5,33098141,34138561,-
EUT,3,58593422,62562174,+
monDom,5,57399867,62178978,-
EUT,3,62562174,63493076,+
monDom,5,34738467,35267717,+
EUT,3,63493076,63955152,+
monDom,5,55620512,56253901,+
EUT,3,63955152,63988234,+
monDom,5,56259543,56304891,-
EUT,3,63988234,64700094,+
monDom,5,56338674,57314449,+
EUT,3,64700094,67032985,+
monDom,5,53750151,55133335,-
EUT,3,67032985,67442952,+
monDom,5,23401857,23743037,-
EUT,3,67442952,73578211,+
monDom,5,25779438,31619514,-
EUT,3,73578211,74542830,+
monDom,5,23940916,24959557,-
EUT,3,74542830,78763235,+
monDom,5,47702234,53160463,-
EUT,3,78763235,83886494,+
monDom,5,38673185,45276619,-
EUT,3,83886494,88892919,+
monDom,5,63067143,69687335,+
EUT,3,88892919,89183863,+
monDom,5,72016678,72352139,+
EUT,3,89183863,89487077,+
monDom,5,72221537,72571146,-
EUT,3,89487077,90581291,+
monDom,5,72859427,74077442,+
EUT,3,90581291,91760893,+
monDom,5,10297238,11269765,-
EUT,3,91760893,92806331,+
monDom,5,8547081,9771653,-
EUT,3,92806331,93740481,+
monDom,5,6730162,7640693,-
EUT,3,93740481,96111265,+
monDom,5,3037218,6231357,-
EUT,3,96111265,97723311,+
monDom,5,158974,1589869,+
EUT,3,97723311,99124794,+
monDom,5,153399841,154643834,-
EUT,3,99124794,99929752,+
monDom,5,151571063,152573388,-
EUT,3,99929752,102747861,+
monDom,5,146643139,150647176,-
EUT,3,102747861,122396739,+
monDom,5,121503637,146048156,-
EUT,3,122396739,127289118,+
monDom,5,113998682,120499769,-
EUT,3,127289118,128762481,+
monDom,5,111874452,113607029,-
EUT,3,128762481,130766307,+
monDom,5,108148363,111298203,-
EUT,3,130766307,131859723,+
monDom,5,106427209,107812616,-
EUT,3,131859723,138277171,+
monDom,5,93939390,102894539,-
EUT,3,138277171,152587238,+
monDom,5,74139238,92600067,-
EUT,3,152587238,157884113,+
monDom,5,15188427,18236532,+
EUT,3,158563374,161321458,+
monDom,5,11279553,14251831,-
EUT,3,161321458,165159251,+
monDom,1,566099756,570684316,+
EUT,3,165159251,166740545,+
monDom,1,571933210,574141980,+
EUT,3,166740545,168658797,+
monDom,1,575022630,577531768,+
EUT,3,168658797,169059715,+
monDom,1,577873360,578328062,+
EUT,3,169059715,170486725,+
monDom,1,579106292,580418611,+
EUT,3,170486725,173780941,+
monDom,1,580755245,585368954,+
EUT,3,173780941,174910612,+
monDom,1,738459452,739782871,-
EUT,3,174910612,176742831,+
monDom,1,735160937,737252264,-
EUT,3,176742831,177236220,+
monDom,1,504120699,504688318,-
EUT,3,177236220,177486408,+
monDom,1,503387363,503744494,-
EUT,3,177486408,178709145,+
monDom,1,588013141,589625838,-
EUT,4,417009,945363,+
monDom,1,384505125,384901985,+
EUT,4,945363,1254602,+
monDom,1,385419987,385782515,+
EUT,4,1254602,1783891,+
monDom,1,343905263,344829328,+
EUT,4,1783891,1868421,+
monDom,2,522314266,522419666,-
EUT,4,1868421,2598876,+
monDom,1,383509894,384193743,-
EUT,4,2598876,2908171,+
monDom,1,382982084,383387082,+
EUT,4,2908171,4352181,+
monDom,1,381135283,382912856,-
EUT,4,4352181,18619416,+
monDom,1,357019830,376818978,-
EUT,4,18619416,18882084,+
monDom,1,356640105,357008832,+
EUT,4,18882084,20176739,+
monDom,1,354793941,356611344,-
EUT,4,20176739,22240153,+
monDom,1,352012175,354445216,-
EUT,4,22240153,24235256,+
monDom,1,344880716,346876591,-
EUT,4,24235256,25768722,+
monDom,1,342062755,343843373,-
EUT,4,25768722,26766532,+
monDom,1,377173811,378332439,+
EUT,4,26766532,36794655,+
monDom,1,328919348,342012926,-
EUT,4,36794655,38583151,+
monDom,1,291802883,294710188,-
EUT,4,38583151,41124743,+
monDom,1,299727459,305072884,+
EUT,4,41124743,43161047,+
monDom,1,305143227,308327951,-
EUT,4,44408724,45332411,+
monDom,6,880169,1447048,+
EUT,4,45332411,45898062,+
monDom,3,56330222,56677370,+
EUT,4,45898062,48320919,+
monDom,3,41179949,42666889,-
EUT,4,48320919,52059880,+
monDom,6,2825452,5120101,+
EUT,4,52059880,53853391,+
monDom,6,5541388,7340318,+
EUT,4,53853391,54525788,+
monDom,6,7694908,8586660,+
EUT,4,54525788,56500152,+
monDom,6,9377029,11970201,+
EUT,4,56500152,58398964,+
monDom,3,55611709,56294166,-
EUT,4,58398964,58828082,+
monDom,6,471303,656718,+
EUT,4,58828082,59438495,+
monDom,3,55336015,55366204,-
EUT,4,59438495,61846545,+
monDom,3,43102500,44875143,+
EUT,4,61846545,65135796,+
monDom,3,7718944,11500810,-
EUT,4,65135796,69039776,+
monDom,3,2518542,6886867,-
EUT,4,69039776,69716175,+
monDom,3,1346524,1837790,-
EUT,4,69716175,71396585,+
monDom,3,52027709,54163895,-
EUT,4,71396585,71424287,+
monDom,3,204095664,204124446,+
EUT,4,71424287,82196486,+
monDom,3,204428771,219424525,+
EUT,4,82196486,87142686,+
monDom,3,220344720,227550410,+
EUT,4,87142686,90242476,+
monDom,3,35766269,39888462,+
EUT,4,90242476,90559718,+
monDom,3,40509589,40803499,-
EUT,4,90559718,92002298,+
monDom,3,50166773,51813224,-
EUT,4,92002298,93774540,+
monDom,3,47415044,49793926,-
EUT,4,93774540,95035418,+
monDom,3,45071349,46845272,-
EUT,4,95035418,99465932,+
monDom,3,29819880,35468476,-
EUT,4,99465932,102884938,+
monDom,3,24929037,29249576,-
EUT,4,102884938,114541412,+
monDom,3,12028970,23922497,-
EUT,4,114541412,118640275,+
monDom,3,227615289,230792361,+
EUT,4,118640275,123818710,+
monDom,3,231566079,238186928,+
EUT,4,123818710,124237622,+
monDom,3,238862643,239430696,+
EUT,4,124237622,127206775,+
monDom,3,239892235,243315192,+
EUT,4,127206775,127707438,+
monDom,3,243582722,244169474,-
EUT,4,127707438,128156895,+
monDom,3,244187504,244714246,+
EUT,4,128156895,128630821,+
monDom,3,244784326,245339744,-
EUT,4,128630821,131441337,+
monDom,3,135363233,138657015,-
EUT,4,131441337,137561905,+
monDom,3,122039151,132602394,-
EUT,4,137561905,146118668,+
monDom,3,110258324,121486610,-
EUT,4,146118668,147682658,+
monDom,3,106571852,108693044,-
EUT,4,147682658,149034101,+
monDom,3,101292287,103281056,-
EUT,4,149034101,151258397,+
monDom,3,96316018,99986040,-
EUT,5,0,802787,+
monDom,2,266813013,267437854,+
EUT,5,802787,1654087,+
monDom,2,267984616,269417295,+
EUT,5,1654087,3734767,+
monDom,2,271054035,274379568,+
EUT,5,3734767,4311229,+
monDom,2,274835208,275715549,+
EUT,5,4311229,16093701,+
monDom,2,276806575,296444372,+
EUT,5,16093701,19504226,+
monDom,2,296795364,301818031,+
EUT,5,19504226,21142291,+
monDom,2,303307811,305718109,+
EUT,5,21142291,22377122,+
monDom,2,306599534,308194773,+
EUT,5,22377122,24340394,+
monDom,2,312687376,315542965,+
EUT,5,24340394,30683475,+
monDom,2,316673535,325258299,+
EUT,5,30683475,34640292,+
monDom,2,325607030,330770105,+
EUT,5,34640292,40127243,+
monDom,2,331568525,339545293,+
EUT,5,40127243,42484150,+
monDom,2,339908177,342769115,+
EUT,5,42484150,43807379,+
monDom,2,343141127,345196048,+
EUT,5,43807379,64481729,+
monDom,2,346434227,376292077,+
EUT,5,64481729,69852962,+
monDom,2,376661418,384353726,+
EUT,5,69852962,75415133,+
monDom,2,384895505,392812587,+
EUT,5,75415133,80174407,+
monDom,2,393167366,399531921,+
EUT,5,80174407,84134718,+
monDom,2,400066448,405489815,+
EUT,5,84134718,84623622,+
monDom,2,405856477,406568899,+
EUT,5,84623622,85321769,+
monDom,2,407041835,407860721,+
EUT,5,85321769,90708869,+
monDom,2,408312647,415019726,+
EUT,5,90708869,108714651,+
monDom,2,416618104,440541092,+
EUT,5,108714651,112667159,+
monDom,2,441224564,445891875,+
EUT,5,112667159,115026909,+
monDom,2,446257292,449439791,+
EUT,6,0,1436475,+
monDom,4,108357109,110986660,+
EUT,6,1436475,2427065,+
monDom,4,113973792,114962784,+
EUT,6,2427065,2988268,+
monDom,4,118282509,118949731,+
EUT,6,2988268,3895760,+
monDom,4,119902833,121148319,+
EUT,6,3895760,5380607,+
monDom,4,121705839,123848668,+
EUT,6,5380607,9670923,+
monDom,4,124244894,129453235,+
EUT,6,9670923,13360463,+
monDom,4,130996347,135432125,+
EUT,6,13360463,25496805,+
monDom,4,138082800,154215476,+
EUT,6,25496805,28260697,+
monDom,4,154753967,158744591,+
EUT,6,28260697,62185500,+
monDom,4,159551013,206105968,+
EUT,6,62185500,65232885,+
monDom,4,206454175,210821795,+
EUT,6,65232885,67499498,+
monDom,4,211981767,216355866,+
EUT,6,67499498,72690462,+
monDom,4,216657337,222776225,+
EUT,6,72690462,73551534,+
monDom,7,171062084,172077078,+
EUT,6,73551534,80082135,+
monDom,7,186491309,194748570,-
EUT,6,80082135,80349452,+
monDom,7,185866102,186222440,+
EUT,6,80349452,91459870,+
monDom,7,172083088,185710448,-
EUT,6,91459870,100809874,+
monDom,7,218758786,229801092,-
EUT,6,100809874,103062940,+
monDom,2,536346309,537415164,+
EUT,6,103062940,104026016,+
monDom,2,520366899,520963570,-
EUT,6,104026016,104557063,+
monDom,2,523397062,523760754,+
EUT,6,104557063,106368949,+
monDom,2,533719961,534614255,+
EUT,6,106368949,108124046,+
monDom,2,534691567,536342056,-
EUT,6,108124046,108626396,+
monDom,2,522431066,522954792,-
EUT,6,108626396,108789645,+
monDom,7,250784318,250930391,+
EUT,6,108789645,109844476,+
monDom,2,531328539,532272387,-
EUT,6,109844476,111511256,+
monDom,7,250941451,252137599,+
EUT,7,0,3046668,+
monDom,6,265006374,268427006,+
EUT,7,3046668,3942665,+
monDom,6,273105107,274343053,+
EUT,7,4346143,8613238,+
monDom,6,283480410,286049190,-
EUT,7,8613238,10687407,+
monDom,6,289179310,289747532,-
EUT,7,10687407,13055692,+
monDom,6,206053016,208255370,-
EUT,7,13055692,13285399,+
monDom,6,291896014,292088983,-
EUT,7,13285399,14893353,+
monDom,6,286116058,287345451,+
EUT,7,14893353,21049919,+
monDom,8,294418768,299486213,+
EUT,7,21049919,30786603,+
monDom,8,299791839,308207208,+
EUT,7,30786603,34458138,+
monDom,8,309942562,312543301,-
EUT,7,34458138,37176055,+
monDom,8,308215926,308955409,-
EUT,7,41294490,44358269,+
monDom,8,262829778,265607481,-
EUT,7,44358269,46381661,+
monDom,8,260245809,262408210,-
EUT,7,46381661,46461438,+
monDom,8,259383183,259485997,-
EUT,7,46461438,47348052,+
monDom,8,139485882,140628514,+
EUT,7,47348052,58409798,+
monDom,8,142236021,156743395,+
EUT,7,58409798,61599757,+
monDom,8,157607867,161733410,+
EUT,7,61599757,65988464,+
monDom,8,164360229,170261905,+
EUT,7,65988464,68293605,+
monDom,8,170594872,173771728,+
EUT,7,68293605,68457079,+
monDom,8,175083692,175330591,-
EUT,7,68457079,68891396,+
monDom,8,174882033,175537988,+
EUT,7,68891396,69223987,+
monDom,8,175585660,176013082,-
EUT,7,69223987,73127513,+
monDom,8,176297284,181545445,+
EUT,7,73127513,90983435,+
monDom,8,182120866,205132856,+
EUT,7,90983435,97417968,+
monDom,8,205520433,213946894,+
EUT,7,97417968,101797065,+
monDom,8,215472534,220924014,+
EUT,7,101797065,103762424,+
monDom,8,221340313,223926818,+
EUT,7,103762424,105915629,+
monDom,8,229063344,232577553,+
EUT,8,0,593849,+
monDom,5,303176148,303305667,+
EUT,8,593849,2268380,+
monDom,5,303459708,304693309,-
EUT,8,2885763,6477528,+
monDom,8,11876707,14371779,+
EUT,8,6477528,7028670,+
monDom,5,301224908,301595143,-
EUT,8,7028670,9431892,+
monDom,5,298819273,300888688,-
EUT,8,9431892,9912227,+
monDom,5,291691401,292033842,-
EUT,8,9912227,32583224,+
monDom,5,259666259,285134750,-
EUT,8,32583224,33230429,+
monDom,5,258855442,259613939,+
EUT,8,33230429,33508814,+
monDom,5,258855428,259181684,+
EUT,8,33508814,33737379,+
monDom,5,259621466,259889335,+
EUT,8,33737379,33783144,+
monDom,5,259568906,259622539,-
EUT,8,33783144,37531774,+
monDom,5,254759583,258921012,-
EUT,8,37531774,38144493,+
monDom,5,242120215,242914887,+
EUT,8,38144493,41903413,+
monDom,5,243217452,247224057,+
EUT,8,41903413,42314795,+
monDom,5,240710494,241161075,+
EUT,8,42314795,46910963,+
monDom,5,249187462,254118094,-
EUT,8,46910963,48006469,+
monDom,5,247269932,248814388,-
EUT,8,48006469,48090823,+
monDom,5,241503907,241824776,-
EUT,8,48090823,49004266,+
monDom,5,240038479,240603415,+
EUT,8,49004266,49579826,+
monDom,4,414125059,414976432,-
EUT,8,49579826,49647966,+
monDom,4,354125425,354226217,-
EUT,8,49647966,50019571,+
monDom,4,352115189,352774067,-
EUT,8,50019571,55023940,+
monDom,4,343173628,351244798,-
EUT,8,55023940,55439386,+
monDom,4,341828554,342580176,-
EUT,8,55439386,56447188,+
monDom,4,336660383,338483688,-
EUT,8,56447188,66199613,+
monDom,4,323359915,335942837,-
EUT,8,66199613,68673874,+
monDom,4,338633816,341751103,-
EUT,8,68673874,68717311,+
monDom,4,323164642,323216478,-
EUT,8,68717311,71006330,+
monDom,4,265295806,268416311,-
EUT,8,71006330,73621009,+
monDom,4,261376958,264534464,-
EUT,8,73621009,74620049,+
monDom,4,251410605,252592407,+
EUT,8,74620049,74789486,+
monDom,4,252626611,252869143,-
EUT,8,74789486,78973181,+
monDom,4,252921380,258741139,+
EUT,8,78973181,80373582,+
monDom,4,259416128,261317349,+
EUT,8,80373582,82582212,+
monDom,4,248197249,251305820,-
EUT,8,82582212,85051931,+
monDom,4,243211316,246324315,-
EUT,8,85051931,97846642,+
monDom,4,224001564,242876237,-
EUT,8,97846642,97927406,+
monDom,4,222849243,222937493,-
EUT,8,97927406,104387345,+
monDom,4,271636652,281513445,+
EUT,9,0,3578939,+
monDom,6,14914244,19554469,-
EUT,9,3578939,5255022,+
monDom,6,125434221,127231328,+
EUT,9,5255022,5770289,+
monDom,6,127577969,128148088,+
EUT,9,5770289,9962797,+
monDom,6,129392377,134752342,+
EUT,9,9962797,10740849,+
monDom,6,140256660,141203457,-
EUT,9,10740849,11216110,+
monDom,6,138855021,139429943,-
EUT,9,11216110,14313635,+
monDom,6,87120866,91742926,+
EUT,9,14313635,15345745,+
monDom,6,92132000,93961090,+
EUT,9,15345745,17273057,+
monDom,6,94300491,96613690,+
EUT,9,17273057,18137975,+
monDom,6,96917427,97906164,+
EUT,9,18137975,20962958,+
monDom,6,98718187,102129736,+
EUT,9,20962958,37486244,+
monDom,6,164082682,183830297,+
EUT,9,37486244,48859853,+
monDom,6,33508673,48197347,+
EUT,9,48859853,49120491,+
monDom,6,49886023,50292093,-
EUT,9,49120491,49138758,+
monDom,6,49665555,49694015,+
EUT,9,49138758,49853937,+
monDom,6,50474125,51438209,+
EUT,9,49853937,50776570,+
monDom,6,13498451,14708450,+
EUT,9,50776570,52626194,+
monDom,6,122407972,125165300,-
EUT,9,52626194,54987633,+
monDom,6,27002908,31425696,+
EUT,9,54987633,55107734,+
monDom,6,32247189,32453386,+
EUT,9,55107734,55350666,+
monDom,6,135176444,135593523,-
EUT,9,55350666,55855660,+
monDom,6,86124533,86991534,+
EUT,9,55855660,57347545,+
monDom,6,136219692,138777835,-
EUT,9,57347545,60954677,+
monDom,6,188878044,194055756,-
EUT,9,60954677,62241670,+
monDom,6,141236595,142854781,+
EUT,9,62241670,65623668,+
monDom,6,183937486,188423280,+
EUT,9,65623668,65923840,+
monDom,6,135601888,135999943,-
EUT,9,65923840,66409864,+
monDom,6,32472179,33116691,+
EUT,9,66409864,67003040,+
monDom,6,51742457,52529059,+
EUT,9,67003040,68090515,+
monDom,6,102291950,103968701,+
EUT,9,68090515,69671621,+
monDom,6,52598334,55036200,-
EUT,9,69671621,70012471,+
monDom,1,452641664,452953525,-
EUT,9,70012471,70660504,+
monDom,1,451294560,452183551,-
EUT,9,70660504,77680226,+
monDom,1,404596400,414225166,+
EUT,9,77680226,78294309,+
monDom,1,414823766,415637116,+
EUT,9,78294309,82873544,+
monDom,1,416651319,423682281,+
EUT,9,82873544,83261680,+
monDom,1,452988282,453656483,+
EUT,9,83261680,85735387,+
monDom,1,454056589,457329198,+
EUT,9,85735387,88143852,+
monDom,1,457876682,461235423,+
EUT,9,88143852,88585688,+
monDom,1,463874620,464653754,+
EUT,10,0,1596818,+
monDom,3,432240824,437615371,-
EUT,10,1596818,2002714,+
monDom,3,437664210,438813111,+
EUT,10,2002714,2173453,+
monDom,3,431963179,432240466,-
EUT,10,2173453,13453892,+
monDom,3,406721016,423981669,-
EUT,10,13453892,23150498,+
monDom,3,393157425,406335501,-
EUT,10,23150498,55844782,+
monDom,3,347034341,392677810,-
EUT,10,55844782,66605142,+
monDom,3,145003155,160748376,+
EUT,10,66605142,68519579,+
monDom,3,165455604,167494845,+
EUT,10,68519579,75714436,+
monDom,3,167497179,176634978,+
EUT,10,75714436,75833806,+
monDom,3,176203020,176333526,-
EUT,10,75833806,78942305,+
monDom,3,176831724,180815959,+
EUT,10,78942305,83698461,+
monDom,3,181517697,187484223,+
EUT,10,83698461,84814094,+
monDom,3,188490605,189789652,+
EUT,10,84814094,86057111,+
monDom,3,193293557,194963794,+
EUT,11,0,898184,+
monDom,7,73868898,75159996,-
EUT,11,898184,4770673,+
monDom,7,65193960,69904455,-
EUT,11,4770673,7480985,+
monDom,7,59940693,63714755,-
EUT,11,7480985,8291183,+
monDom,7,58754819,59547229,+
EUT,11,8291183,8621786,+
monDom,1,590637114,591399825,+
EUT,11,8621786,9158241,+
